ltable_id,rtable_id,label
24861177,27208290,1
38034518,85453054,1
56341889,95360599,1
31494805,44529558,1
60655494,53711572,1
96635773,54237368,1
49740099,68477834,1
46427738,43570042,1
65693495,62058424,1
31302151,42060474,1
6744526,28950826,1
45101441,40741504,1
87530028,88846729,1
59787361,52012211,1
46104758,27999294,1
29204789,63744711,1
51570027,57728272,1
1959777,88531218,1
27357994,47072548,1
73810179,63546088,1
29989451,32798362,1
29545459,38017299,1
70632726,78212459,1
56792007,63872198,1
44636780,11409558,1
36711460,95960852,1
81401831,56341889,1
35536212,36288245,1
31177984,29319775,1
64384934,64208250,1
16319132,27426123,1
33444908,47889081,1
78964436,60919867,1
38105613,60378728,1
95547511,62662513,1
40077939,30865062,1
89284852,81356938,1
33767038,64136504,1
14515609,51937161,1
75202466,47684966,1
2596154,47836060,1
79630465,63984980,1
57882119,42822503,1
23498700,64891949,1
26055338,16456052,1
21843643,22343819,1
59037208,62284553,1
35565212,78989521,1
67832027,38033310,1
40845396,35759560,1
41561456,83865712,1
92992548,40752015,1
73060856,93569607,1
49421369,70197976,1
63080272,84031127,1
62909298,85257651,1
96846981,17624685,1
52341668,25945492,1
63053118,38447746,1
27660804,63297771,1
57728272,56052842,1
59089175,38017439,1
75012430,59564519,1
54553525,84438504,1
31142120,92872793,1
63297771,93998038,1
23903408,53381871,1
12085535,53119611,1
48525638,83073418,1
34387261,45074607,1
3598615,73353855,1
65672765,32015071,1
91472204,96135728,1
260753,97354784,1
23903408,63421318,1
21435377,69918467,1
76169214,32188644,1
48305046,34686093,1
30869320,76062815,1
12757452,88590575,1
14120468,68731378,1
15911331,71934141,1
53072167,69360418,1
49832619,63662606,1
34380744,84918364,1
55307387,56115346,1
48633997,65529136,1
29833960,55667225,1
52265517,60546106,1
735485,49326336,1
79879491,24009019,1
26102262,36022457,1
62628948,25431697,1
56630559,85758846,1
82270293,48625658,1
6657871,24345418,1
48525638,64260575,1
37036317,43335898,1
25574963,51652697,1
22252506,64565521,1
60305865,86404548,1
47141187,71490927,1
80310375,43859384,1
62373036,22537653,1
42077846,45902708,1
42890409,59311367,1
26200326,48734603,1
20813006,36606795,1
3215040,31228902,1
52433173,28842793,1
37035540,94415653,1
67076258,67223648,1
19954065,45965279,1
59376223,27660804,1
12109505,16637109,1
25593960,41191422,1
53685432,41184909,1
71105677,25695404,1
77407598,61009090,1
26453577,67371758,1
57937744,59459274,1
58763783,50897559,1
28636625,66316343,1
44994764,73335794,1
38705578,2485153,1
42089297,85015885,1
32710705,48633997,1
46111836,35951391,1
65153939,40510893,1
76549610,80918812,1
24514948,82270293,1
48136792,77650984,1
77743117,33275131,1
47313770,69928941,1
80212720,84000278,1
34284470,90118377,1
9728574,77398411,1
56834248,48440405,1
51932883,45328663,1
35873746,54388050,1
14590893,37035540,1
54872620,44644082,1
41856077,71745200,1
45925876,76396248,1
47115585,18960736,1
35560850,96635773,1
38117313,42522284,1
71105677,44644082,1
47264359,59080465,1
22894971,66534063,1
93998038,59376223,1
88215321,66123367,1
42412046,65163442,1
67016602,75910055,1
94511792,67293934,1
44698167,31177984,1
38083813,64284441,1
28948362,65655694,1
45641488,68792553,1
30217405,60848736,1
50129119,62404947,1
76359628,91200665,1
12706433,52555608,1
56834248,22106476,1
48816613,94680941,1
21327467,36084372,1
55090506,61984536,1
38963555,55136447,1
22894971,33767038,1
85223368,87637930,1
17562112,91403970,1
1778391,42140129,1
98504232,29412990,1
31474289,48046242,1
56768821,35630214,1
27195828,71855539,1
17562112,72455141,1
32822829,45550541,1
75910021,86589283,1
29203591,5121195,1
52196594,83517359,1
7083119,54808619,1
18304758,74205747,1
2674532,85241565,1
37497854,48262039,1
71745200,29916446,1
48633997,50930544,1
36288245,42822503,1
67708166,86104485,1
24804998,91026985,1
60392808,39263130,1
29052128,83006494,1
84268155,36439966,1
34407303,74483795,1
81912045,61188069,1
37083729,25603650,1
78891929,92944350,1
68374652,45049276,1
47072225,52403360,1
43446987,73823909,1
74519010,24139438,1
26937308,84981584,1
85042149,95960852,1
57426892,73590711,1
68935383,98575850,1
26355403,84888111,1
20770808,50930544,1
29012618,29965851,1
34284470,41146338,1
64714684,21670568,1
10246441,80652568,1
8565641,64928819,1
96846981,8281130,1
31125761,98647730,1
79252396,69221931,1
22352677,34592082,1
27369443,64313181,1
6690435,36606795,1
28552327,38290908,1
61562851,42822503,1
27660804,93998038,1
5312650,46322463,1
54214061,8289216,1
84443280,98649507,1
35301472,30835489,1
3215040,26355403,1
58755004,75566537,1
41113112,60979507,1
1444713,45001854,1
72346734,54722600,1
70082735,22845181,1
85687359,41647413,1
59003801,69120468,1
65533380,65926933,1
69902105,22122745,1
62404947,65913287,1
39520289,57619335,1
32132138,36256107,1
50781773,62191549,1
88849665,21670568,1
59598011,98419887,1
56233065,62136832,1
26184134,30037069,1
66384808,79087826,1
74205747,95345402,1
31125761,84739687,1
42074511,45226909,1
50944416,86036015,1
33275131,40059942,1
40610417,79464526,1
79605689,804681,1
28930641,37122066,1
76448251,16421267,1
51590645,94415653,1
42055621,52381997,1
6798938,56834248,1
85573175,39697900,1
98575850,78361157,1
91877800,11620368,1
10023784,23358418,1
39263130,65983637,1
35978749,45583875,1
51949387,63946017,1
45074607,96103130,1
82644991,98586705,1
27999294,35405475,1
25407477,804681,1
42604445,72339073,1
26055338,54631751,1
81168575,74514500,1
27505297,67366081,1
91137581,62145678,1
84888111,23723718,1
44736122,24414199,1
31785582,45880639,1
47562526,55649716,1
90118377,54237368,1
5838635,65896028,1
2380670,98273310,1
57299394,60053765,1
24414199,93261057,1
11098395,27357994,1
94750224,36439966,1
76748285,95360599,1
47138182,47688199,1
30924595,55675271,1
97562809,63431675,1
69321862,25239030,1
91101139,28224541,1
457467,41782299,1
85304830,66684435,1
5042118,51937161,1
21856623,90071261,1
59100632,70291557,1
31157497,37284100,1
31225471,10507288,1
67886999,66764285,1
26466300,80107597,1
87317188,38674629,1
74166543,78504459,1
4342807,24414199,1
47528884,63401804,1
88984856,45925876,1
6690435,31504406,1
34532774,66083674,1
52555608,21811068,1
32710705,65529136,1
68731378,37530368,1
50903406,70894718,1
62899929,84268155,1
1768956,77477545,1
1065127,26725937,1
97516392,59003801,1
64579744,93963696,1
64159490,69005400,1
63685372,50926478,1
48818759,44775009,1
46007971,457768,1
24804998,87343722,1
5121195,48818759,1
32798362,48177963,1
38823136,52326895,1
20383993,36761895,1
47562526,62898389,1
34500339,92823416,1
87281733,25511984,1
43562027,94680941,1
96142146,69202392,1
33767038,1253002,1
46518287,76113735,1
89724721,73999754,1
24569479,72581605,1
37007640,43719745,1
1033917,32184587,1
69910810,81441228,1
59075657,62090829,1
31167747,41160429,1
45840265,63623853,1
30539466,91877800,1
47889081,86941968,1
2353834,55591354,1
49043713,41937003,1
29524431,70919736,1
47141187,90036333,1
46111836,30639668,1
95251640,42485302,1
96656974,42128318,1
72455141,69221931,1
55687211,80825062,1
19301010,12575085,1
21865403,51909448,1
4342807,69250227,1
35630214,68820790,1
44144365,86557034,1
57397557,65992894,1
61642770,45101441,1
53299737,95267942,1
47072225,70986173,1
92944350,1253002,1
24092458,43700412,1
97873950,30847749,1
51320865,39203102,1
68696736,36811471,1
78831007,89167001,1
54699332,95666440,1
75447718,54168325,1
2933946,12969998,1
88846729,78524102,1
60979507,96683747,1
57971400,42077846,1
64714684,82628958,1
11364095,38564743,1
9564204,37667502,1
62392977,88549840,1
42916115,53685432,1
96975145,32132138,1
98849797,60334696,1
41337686,97937089,1
94414976,83696197,1
47185151,31834858,1
51999280,88924072,1
63297771,59376223,1
61959536,90868693,1
78834821,16101065,1
804681,63984980,1
44715722,86069814,1
12761549,61498847,1
12757452,98808067,1
41538803,10903441,1
46980585,59210446,1
56234120,98665740,1
29204789,65655694,1
11409558,36864471,1
59120183,90718213,1
484757,76113735,1
34961217,35884378,1
72995363,16860122,1
65827191,66083674,1
6331948,69709216,1
58326251,74613707,1
89117065,2485153,1
89896876,45291729,1
74722865,56278238,1
49420850,19744218,1
35857792,95788465,1
6744526,74124966,1
35405475,29833960,1
36688224,54616332,1
2485153,54872620,1
43742368,98621092,1
21180493,79252396,1
54112792,27286069,1
76499819,46824556,1
11409558,60378728,1
35900099,44424181,1
5838635,56768821,1
31970255,72737814,1
31585097,38402834,1
63546088,58057278,1
35845201,37142582,1
95187934,18587726,1
41092882,68806280,1
26095201,41704902,1
89056,72145468,1
10524933,26355403,1
80450571,65983812,1
18404871,82361409,1
48680065,3598615,1
78891929,66534063,1
44964668,51723190,1
96052167,44424181,1
23498700,39697900,1
97516345,33209790,1
24386405,71377024,1
76369891,12484415,1
16177635,53058929,1
84107754,49621569,1
2380670,65983637,1
39697900,39044314,1
44729677,49072238,1
39238648,69250227,1
20770808,32710705,1
54237297,59075657,1
2144839,65960689,1
61306190,34826703,1
4991565,55343673,1
42522284,47250943,1
31860044,46781089,1
38229432,53540419,1
40688437,48827928,1
53786121,80489256,1
71490927,91141731,1
43909796,60305865,1
3767863,47840381,1
55675271,84122994,1
24139438,39562985,1
62404947,87317188,1
38339458,29412990,1
38514580,35301472,1
66447084,72520457,1
96712384,72164444,1
80540087,89122570,1
69249085,57397557,1
60489942,64830611,1
3846927,93532842,1
74938837,83095015,1
54333496,42424469,1
22563019,50426062,1
51726938,66083674,1
35724064,72470859,1
70894508,74342620,1
45282536,66128285,1
59598011,94511792,1
98595213,52911581,1
54685720,76113735,1
22430617,42103916,1
93010788,58326251,1
87229040,74722865,1
33209790,71966113,1
64892592,95715112,1
26000261,36136163,1
98547332,44424181,1
58116034,18942955,1
22563019,48435137,1
5489545,52438681,1
84429009,63542010,1
64313181,26055338,1
77257977,17901460,1
89928975,70665219,1
26355403,23723718,1
48124573,51785841,1
87542445,29203591,1
40059942,29858529,1
96573605,51570027,1
23447056,56787838,1
78504449,82913198,1
55718937,89090467,1
74759902,75262861,1
65798606,84274296,1
80240194,70291557,1
79252396,41705358,1
51280173,47684966,1
41839134,56865642,1
20120668,49389500,1
44736122,82893592,1
61666740,98665740,1
29941324,37927610,1
23757092,62460477,1
29524431,84438504,1
50985477,72112899,1
3971343,49860479,1
33753739,57035496,1
39870742,62294232,1
9978351,72894094,1
96974192,77470441,1
16972715,58116034,1
58970863,63542010,1
55343673,93010788,1
22718788,35405475,1
91497919,70601468,1
64715021,69996428,1
3079056,54553525,1
2353834,30539466,1
93464280,37994614,1
95715165,42890409,1
9789508,18404871,1
53355009,66901817,1
69165385,31203092,1
46627365,75133459,1
34284470,35560850,1
64313181,38939272,1
19544823,42514477,1
88606905,69863476,1
62090829,75262861,1
42140129,83579294,1
65414283,72379446,1
4819742,45669277,1
91880654,86146945,1
96845495,41462410,1
52590809,81439789,1
45194309,86306023,1
55951938,83701427,1
83095015,36758987,1
22377043,94368030,1
22150807,70318728,1
75684453,85304830,1
21860951,72145468,1
39877339,89031582,1
75447635,7906126,1
97354784,46104758,1
85573175,76134545,1
34592082,26055339,1
67886999,64234105,1
53381951,64234105,1
95715112,76113735,1
52672692,88855243,1
21670568,65931181,1
47194137,73711747,1
21435377,35610900,1
209977,89031582,1
45261819,78407619,1
45925876,478870,1
68731378,51672417,1
69030235,71159598,1
20551993,31469368,1
19073457,32295090,1
1347389,51672417,1
6466874,16316564,1
43700412,87281733,1
65306765,71552646,1
87367093,46007971,1
66047052,74399700,1
47185151,26000261,1
83517359,56194318,1
21918296,24147862,1
97348432,59459274,1
52446350,69202392,1
11409558,54922099,1
35529221,87544019,1
98401407,19427532,1
25349351,28950826,1
68689972,93548558,1
66110234,34821146,1
29989451,34887025,1
4030876,28891661,1
54643813,66534063,1
37555027,42412046,1
34394797,35381368,1
63505292,96279287,1
66128285,58580596,1
25462564,25553062,1
12619140,56234120,1
35873746,96760735,1
89896876,36256107,1
28224541,76447164,1
38413725,53768240,1
86146945,59667572,1
48701388,54852394,1
31525711,52762800,1
52843087,31504406,1
45111109,84846826,1
15194153,43446987,1
38034518,81168575,1
90391225,50103205,1
39481203,39003028,1
38153586,42711077,1
57362612,96544130,1
60038145,81633739,1
77720212,29203591,1
20566424,22704036,1
44537944,47446012,1
25933832,56787838,1
77308213,32798362,1
43570042,70082735,1
66191134,82270293,1
6800809,40256697,1
69783068,45925876,1
3215040,84888111,1
31525711,96845495,1
66128285,58098284,1
69709216,64283426,1
94415653,35405134,1
85042149,23303006,1
24009019,89117065,1
69249085,53119611,1
37061856,66817157,1
34081588,37497854,1
19082435,56588079,1
49067884,85527916,1
76878130,72117430,1
1959777,77369375,1
21452265,36043672,1
70986173,63836191,1
78212459,46556537,1
63505292,82531103,1
38290908,87634135,1
98424047,69083604,1
38404089,35857792,1
93007560,30847749,1
41132356,43328662,1
52323484,93007560,1
38131875,43282194,1
36875298,62899929,1
33275131,76928307,1
34284470,49860479,1
42128318,18480165,1
77407598,7351682,1
64363962,67963843,1
82893592,53086722,1
45831360,63413885,1
31328629,67738615,1
47446012,77748256,1
35350872,81497694,1
32638940,63836191,1
6744526,25349351,1
55918296,91241309,1
10507288,23256830,1
95345402,44752120,1
97516392,30865062,1
42042734,93464280,1
56834248,25340730,1
29916446,85028460,1
52152289,52012211,1
22216118,71957793,1
79879491,25695404,1
4123023,28930641,1
55061424,48105790,1
57882119,79069245,1
48138830,78361157,1
69918467,70351063,1
64892592,71562627,1
20061554,46219568,1
43570042,96103130,1
46952690,46987758,1
24477290,69996428,1
35626804,54656100,1
25518374,92634945,1
78524102,22122745,1
51362158,89707882,1
77407598,51092806,1
56609065,21860951,1
35938242,49443301,1
95745817,87747626,1
34752640,35884378,1
75486692,95781094,1
43446987,15223473,1
51766259,61938708,1
6798938,40764402,1
77917009,62422382,1
82440142,38149907,1
5628683,71725022,1
91200665,90042402,1
22034280,67371758,1
42055621,66752788,1
63223933,31525711,1
46952690,52993309,1
84855664,52843087,1
4030876,34500339,1
22343819,85690398,1
69928941,36485781,1
46727497,70291557,1
80552236,31834858,1
30429353,80240194,1
60181035,67460989,1
49832619,69321862,1
76201283,85646035,1
79108432,59376223,1
22992322,29941324,1
64234105,66764285,1
86820843,76113735,1
73335794,28738167,1
84888111,10524933,1
30847749,63431675,1
77427895,18480165,1
44680853,51320865,1
36182195,98133967,1
85920554,67886999,1
47847019,24139438,1
80714779,28636625,1
67400365,86634817,1
67358090,69331499,1
96974192,45965279,1
76448251,67254699,1
76893002,55203154,1
31860044,64892592,1
93986462,1959777,1
8289216,55649716,1
804681,13696312,1
94368030,44438508,1
66639967,72470859,1
32798362,93532842,1
41485546,81137394,1
87367093,12761549,1
24659909,75134630,1
59376223,90042402,1
27426123,54637257,1
25409167,60038145,1
18852131,48305046,1
56376958,59868206,1
5838635,81240226,1
42822503,91366122,1
14608550,47867942,1
37958871,98857511,1
39463606,48078311,1
12447369,26298809,1
73545745,94235955,1
67886999,47840381,1
3598615,64159490,1
26055338,37958871,1
64136504,66534063,1
3215040,22350614,1
33722688,80652568,1
28955437,64383564,1
81439789,69927371,1
90042402,27660804,1
59382677,19744218,1
51590645,15384683,1
62368315,96582714,1
63024495,71398104,1
69120468,14608550,1
63223933,69083604,1
84301060,26102262,1
2580274,35731483,1
13760497,34392254,1
65992894,53598501,1
29228441,37287476,1
83592973,67274293,1
11543754,57189752,1
42522284,57887557,1
31789284,84274296,1
83811068,11409558,1
20120668,71490927,1
27880636,24268406,1
35626804,64715021,1
7351682,80835653,1
55576195,67374175,1
63713898,35165067,1
22775085,65983812,1
67293935,48190320,1
58962954,42282022,1
50426062,93986462,1
63223933,98424047,1
35759560,96234030,1
93010788,33783807,1
47688199,51599647,1
54388050,22150807,1
95788465,82795747,1
48093129,65798606,1
64283426,80450571,1
22377043,90868693,1
34284470,40978236,1
19414126,30014213,1
10903441,42822503,1
457768,46979351,1
94415653,96759482,1
2101868,88924072,1
38564743,43953759,1
38939272,54631751,1
31228902,69894852,1
71406090,68489179,1
47072225,63836191,1
57657334,70833173,1
91549516,75202466,1
3103984,24378987,1
61009090,52440335,1
45688312,83095015,1
13846090,50930544,1
18852131,46322463,1
19451467,36136163,1
37061856,74291640,1
50359170,67986899,1
45277958,17901460,1
46030392,98559124,1
53079510,57890975,1
33059739,64729661,1
80250895,61791022,1
74192889,93998038,1
87317188,75223780,1
66047052,93198920,1
69838310,82843231,1
37351978,88855243,1
4653122,7580176,1
54722600,58640870,1
47250943,74525970,1
77257977,2144839,1
80356961,81077464,1
94750224,68280046,1
57701483,38131875,1
22770211,47336087,1
1644190,96760735,1
2485153,64207699,1
45503604,72520457,1
40225828,94819369,1
41705358,72455141,1
83865712,71068677,1
54361651,80768725,1
43282194,58823000,1
35547549,88846729,1
48014318,96755227,1
25304065,86634817,1
96683747,42060474,1
74298756,32132138,1
37555027,42404872,1
39882549,97873950,1
21918296,50781773,1
59564519,80310375,1
4422385,22469882,1
82447200,23498700,1
2144839,44448010,1
95360599,71856744,1
24009019,25695404,1
72667296,88849665,1
69165385,24924728,1
91141731,50547964,1
77260330,80873556,1
55754796,66128285,1
14693945,42663606,1
46111836,39520289,1
77369375,63056453,1
2980362,88047279,1
79449686,75426867,1
5185359,54181907,1
45376232,31313438,1
87043717,45510566,1
2798076,35705561,1
54287205,59003801,1
19499488,70601468,1
889880,26495610,1
46285169,77073994,1
50426062,1959777,1
78504460,82913198,1
33895984,10023784,1
73368659,88914408,1
23757092,96135728,1
86551469,93963696,1
18854966,98273310,1
74205747,20596445,1
31469368,22166909,1
64208250,1303912,1
76396248,62648299,1
35213351,67054673,1
29524431,69388758,1
28750198,85394877,1
16177635,19143488,1
35857792,63546088,1
64029523,75962303,1
20120668,47141187,1
11655051,96142146,1
71389798,63546088,1
18394686,37892018,1
69206944,77077400,1
31435374,65057846,1
25695404,54872620,1
67293934,39481203,1
41782299,66316343,1
44418026,77107182,1
731605,53587495,1
85573175,82447200,1
28552327,30037069,1
90186955,46188895,1
65306765,95547511,1
95409910,51672417,1
478870,69783068,1
47185151,80552236,1
25511984,43700412,1
73925902,76447164,1
1959777,69905210,1
38849390,77398411,1
53041457,77650984,1
69709216,80450571,1
97873950,52323484,1
51131711,45719431,1
44418026,75318821,1
27935191,24569479,1
69927371,90839732,1
54882233,72266014,1
77020269,50068656,1
76024362,84780185,1
96999491,35365744,1
16623046,42128318,1
90391225,66110234,1
76688928,65163442,1
19452503,48521051,1
36758987,45688312,1
31504406,32812864,1
55212927,56341889,1
82531103,94578154,1
36256107,22881928,1
13802221,22422851,1
22377043,85257651,1
51909448,86739887,1
93998038,90042402,1
60546106,67274293,1
18755950,11098395,1
65693495,53355009,1
39481203,98419887,1
77008042,19089912,1
86739887,91549516,1
43282194,49408413,1
26055339,65896028,1
60733486,53355009,1
84889691,88047279,1
36875298,94750224,1
59382677,41856077,1
47978923,74461011,1
63431675,52323484,1
47115585,15223473,1
5185359,46727497,1
62392977,53570958,1
35630214,65896028,1
95960852,23303006,1
8289216,97573369,1
11543754,57001488,1
64928819,97873950,1
45727120,57728272,1
76369891,61258448,1
21865403,51280173,1
96716900,98665740,1
84107754,14399173,1
52304649,57611897,1
22665123,44752120,1
80783276,78581517,1
91877800,83075662,1
30914886,42893889,1
31490474,57337098,1
70349654,77338417,1
34743730,44339583,1
86104485,53003159,1
40077939,97516392,1
64392846,23620990,1
86820843,71562627,1
13249901,68639106,1
86589283,90477916,1
17562112,21180493,1
41570143,43470746,1
70601468,77595897,1
16070624,31826558,1
96683747,13356205,1
38117313,93189923,1
45040539,56790861,1
98041228,78767900,1
96683747,65048923,1
56594170,66128285,1
22150807,46828701,1
18394686,22775085,1
1253002,64136504,1
46030392,64363962,1
60620577,65124080,1
