ltable_id,rtable_id,label,cluster_id_left,cluster_id_right,is_hard_negative,pair_id
89102922,5644553,0,2132160,280415,True,89102922#5644553
76569969,93505865,0,1473407,1196850,False,76569969#93505865
68780120,61791022,0,1453810,1366684,False,68780120#61791022
51520804,1515409,0,2193117,1659308,True,51520804#1515409
22916591,87572356,0,603762,3747560,True,22916591#87572356
36295476,15774916,0,456079,264505,True,36295476#15774916
75372170,31585097,0,704991,900968,True,75372170#31585097
88727182,92120329,0,195552,643961,True,88727182#92120329
54656100,57190868,0,708269,4045323,True,54656100#57190868
20152457,24415437,0,2039173,217603,False,20152457#24415437
16267729,22992322,0,2132160,1336313,False,16267729#22992322
86538540,64715021,0,4045323,708269,True,86538540#64715021
63897872,9691034,0,1252906,429252,True,63897872#9691034
69475906,40336134,0,60449185,76491423,True,69475906#40336134
48758733,54922098,0,1808651,779562,True,48758733#54922098
45946412,20847407,0,729259,1702430,True,45946412#20847407
85463636,88810551,0,900968,704991,True,85463636#88810551
28603694,41234714,0,779562,1542544,True,28603694#41234714
77094922,81870804,0,163499,1167881,True,77094922#81870804
47336087,74490598,0,709380,605933,True,47336087#74490598
95282914,1868178,0,192208,1086172,True,95282914#1868178
43789069,60121656,0,2193117,394619,True,43789069#60121656
84668470,85290385,0,1978071,327893,False,84668470#85290385
18584546,83555610,0,708269,1044678,False,18584546#83555610
78504449,92484431,0,1252906,683214,True,78504449#92484431
36022457,41944826,0,1118780,300521,True,36022457#41944826
70349654,70233715,0,93315,1764013,True,70349654#70233715
95532475,66765162,0,310518,744155,True,95532475#66765162
23327520,97906990,0,310518,443612,True,23327520#97906990
31420404,27449862,0,2193117,52358297,True,31420404#27449862
93836358,37481663,0,394619,738794,True,93836358#37481663
51899127,43780660,0,2148042,5673093,True,51899127#43780660
47336087,12615558,0,709380,1252906,True,47336087#12615558
58763783,86176880,0,3403774,393711,False,58763783#86176880
31716744,38919022,0,686177,264505,True,31716744#38919022
78541132,3167871,0,28399,1069672,True,78541132#3167871
1619856,64715021,0,3034024,708269,True,1619856#64715021
15787372,18584546,0,1336313,708269,True,15787372#18584546
1017836,22109936,0,1978071,3065693,False,1017836#22109936
8499589,24580765,0,48610,3851409,True,8499589#24580765
8343900,74587896,0,5673093,1126552,True,8343900#74587896
47282882,75582659,0,1054843,27477,True,47282882#75582659
16818496,712313,0,78575500,742606,False,16818496#712313
47751906,50944416,0,1132050,155934,True,47751906#50944416
60624891,19056011,0,580471,2427670,True,60624891#19056011
18756772,51143371,0,2533164,761924,False,18756772#51143371
28603694,21605422,0,779562,1808651,True,28603694#21605422
77840289,19006949,0,565142,310518,False,77840289#19006949
55268831,11409646,0,509638,971833,True,55268831#11409646
804681,95282914,0,182172,192208,True,804681#95282914
10999896,86538540,0,708269,4045323,True,10999896#86538540
61794834,37481663,0,93315,738794,True,61794834#37481663
90921158,43951434,0,1671509,1423051,True,90921158#43951434
51544284,67028945,0,122031,24792,True,51544284#67028945
90921158,64536135,0,1671509,28399,True,90921158#64536135
49092761,28877164,0,46857262,57147200,True,49092761#28877164
78541132,12176070,0,28399,2694265,True,78541132#12176070
88343994,74306627,0,1808651,779562,True,88343994#74306627
67275979,40061039,0,764656,350645,True,67275979#40061039
42480791,45849101,0,91557,280415,True,42480791#45849101
87936794,42432008,0,852917,2161920,True,87936794#42432008
42432008,57916002,0,2161920,730377,True,42432008#57916002
89396137,97987485,0,2484292,4560116,True,89396137#97987485
19778721,75997111,0,3656260,1366684,True,19778721#75997111
56959522,45890903,0,595102,2008617,True,56959522#45890903
21605422,88874665,0,1808651,782653,True,21605422#88874665
82803590,76338003,0,319607,2224600,True,82803590#76338003
28603694,74756753,0,779562,836466,False,28603694#74756753
57937744,93974675,0,165928,157548,True,57937744#93974675
81497694,63623853,0,500837,1542544,False,81497694#63623853
8499589,77020269,0,48610,3851409,True,8499589#77020269
33078108,544991,0,456079,387671,True,33078108#544991
10718715,34388814,0,1118780,300521,True,10718715#34388814
95671075,81603750,0,26458599,60449185,True,95671075#81603750
24802094,16819736,0,2427670,2008617,True,24802094#16819736
24052138,34887025,0,28399,2848082,False,24052138#34887025
52851091,21346230,0,5135259,36023,False,52851091#21346230
57337098,35692982,0,149318,1068570,True,57337098#35692982
70233715,75997111,0,1764013,1366684,True,70233715#75997111
29464910,84097622,0,2427670,1600396,True,29464910#84097622
57423050,77380292,0,310518,1313785,True,57423050#77380292
7897927,84528711,0,3692108,1476532,True,7897927#84528711
74306627,67147203,0,779562,1808651,True,74306627#67147203
27976942,34388814,0,1457721,300521,True,27976942#34388814
81628037,84528711,0,356251,1476532,True,81628037#84528711
61966290,5137860,0,408446,323596,True,61966290#5137860
20203772,56278238,0,717069,236410,False,20203772#56278238
18331466,64536135,0,1423051,28399,True,18331466#64536135
41944826,5494884,0,300521,28019,False,41944826#5494884
33133828,48625658,0,394619,217603,True,33133828#48625658
1821257,22501265,0,738794,1457721,True,1821257#22501265
69406607,12014461,0,46857262,57147200,True,69406607#12014461
5297513,18693009,0,1320095,2267064,False,5297513#18693009
31352730,93719352,0,973707,254664,True,31352730#93719352
87617353,70269940,0,740038,1794890,False,87617353#70269940
24580765,24561369,0,3851409,2533164,True,24580765#24561369
5489545,36022457,0,1457721,1118780,True,5489545#36022457
77650984,91698192,0,704991,900968,True,77650984#91698192
18584546,86538540,0,708269,4045323,True,18584546#86538540
44685515,72600552,0,683214,60449185,False,44685515#72600552
77094922,19935629,0,163499,1794890,True,77094922#19935629
62191549,84528711,0,709380,1476532,False,62191549#84528711
23707340,25025467,0,1631327,729259,True,23707340#25025467
91040930,90603941,0,764656,5712817,True,91040930#90603941
13938844,97634734,0,509638,264505,True,13938844#97634734
34746615,6612505,0,616115,1794890,False,34746615#6612505
74521759,94106554,0,2268487,3656260,False,74521759#94106554
47948274,40764402,0,149318,267024,True,47948274#40764402
66780636,64708117,0,104011,3851409,False,66780636#64708117
64417774,23767510,0,80156,779562,False,64417774#23767510
27468857,39085812,0,779562,2507918,True,27468857#39085812
68933016,13887167,0,1336313,1671509,True,68933016#13887167
47988383,52438681,0,3656260,1457721,True,47988383#52438681
23327520,17545487,0,310518,9046,True,23327520#17545487
22194288,77338417,0,1764013,93315,True,22194288#77338417
46111836,51919374,0,137125,1571647,True,46111836#51919374
46246978,24424619,0,1374090,80156,True,46246978#24424619
58755004,14224876,0,1196850,356251,True,58755004#14224876
55601807,82955251,0,443612,1313785,True,55601807#82955251
19778721,75488221,0,3656260,394619,True,19778721#75488221
65813186,50532201,0,900968,2161920,True,65813186#50532201
11685383,28044413,0,1084991,1702430,True,11685383#28044413
62578226,7580852,0,5712817,196841,True,62578226#7580852
2965203,70159856,0,1075774,280415,True,2965203#70159856
95963025,47988383,0,28019,3656260,True,95963025#47988383
88512168,82955251,0,443612,1313785,True,88512168#82955251
46365731,83274921,0,2008617,2427670,True,46365731#83274921
42432008,43136779,0,2161920,3329047,True,42432008#43136779
75488221,58910438,0,394619,2619685,True,75488221#58910438
7972852,61830419,0,310518,4739100,True,7972852#61830419
1017836,629096,0,1978071,1075774,True,1017836#629096
90603941,62274139,0,5712817,800940,True,90603941#62274139
30102088,70269940,0,5836450,1794890,True,30102088#70269940
41902860,48758733,0,310518,1808651,True,41902860#48758733
57751570,20467137,0,254664,195552,True,57751570#20467137
47988383,52005921,0,3656260,1366684,True,47988383#52005921
63713898,70100785,0,643961,254664,True,63713898#70100785
47393180,11348911,0,57147200,78575500,True,47393180#11348911
78276665,75749012,0,685416,1313785,True,78276665#75749012
78234939,46365731,0,3846144,2008617,True,78234939#46365731
35100344,16060009,0,3240283,2268487,True,35100344#16060009
39417365,1781011,0,1764013,1468560,False,39417365#1781011
63897872,14345451,0,1252906,3329047,False,63897872#14345451
27756093,23969431,0,709380,685416,True,27756093#23969431
64715021,81102832,0,708269,140469,False,64715021#81102832
50532201,77650984,0,2161920,704991,True,50532201#77650984
52851091,15648,0,5135259,213496,True,52851091#15648
57337098,12615558,0,149318,1252906,True,57337098#12615558
19778721,29553137,0,3656260,387671,False,19778721#29553137
35759560,97987485,0,1994510,4560116,False,35759560#97987485
21232394,804681,0,192208,182172,True,21232394#804681
29685693,15891845,0,685416,580471,True,29685693#15891845
85463636,20991412,0,900968,704991,True,85463636#20991412
92120329,1336630,0,643961,717069,True,92120329#1336630
22007806,54943657,0,319607,1084991,True,22007806#54943657
16934958,33133828,0,1366684,394619,True,16934958#33133828
15891845,12541827,0,580471,2427670,True,15891845#12541827
75488221,51785841,0,394619,3656260,True,75488221#51785841
43481409,71290070,0,279005,199460,True,43481409#71290070
47393180,206952,0,57147200,76491423,True,47393180#206952
1017836,22050570,0,1978071,2267064,True,1017836#22050570
75799899,49539902,0,122031,107440,False,75799899#49539902
54922098,95532475,0,779562,310518,True,54922098#95532475
90806148,67223648,0,2193117,3553607,False,90806148#67223648
80250895,60784884,0,1366684,786291,False,80250895#60784884
36469366,21044132,0,3656260,991074,True,36469366#21044132
41902860,25271080,0,310518,1808651,True,41902860#25271080
43876521,5489545,0,165928,1457721,True,43876521#5489545
45946412,98651543,0,729259,1496586,True,45946412#98651543
20145574,20900807,0,1767558,1600396,False,20145574#20900807
5185359,47282882,0,1980656,1054843,True,5185359#47282882
26301462,48305046,0,704991,500837,True,26301462#48305046
45946412,81403011,0,729259,69543397,False,45946412#81403011
22050570,10049858,0,2267064,87840,False,22050570#10049858
26736430,50032230,0,393711,607611,False,26736430#50032230
81657974,26786850,0,5135259,48610,True,81657974#26786850
36067895,14296399,0,3747560,3775297,True,36067895#14296399
97634734,544991,0,264505,387671,True,97634734#544991
75522523,62191549,0,2283152,709380,True,75522523#62191549
40422018,67028945,0,2507918,24792,True,40422018#67028945
67028945,31595559,0,24792,183990,True,67028945#31595559
65813186,77650984,0,900968,704991,True,65813186#77650984
2187806,92984470,0,2193117,4559,False,2187806#92984470
41959180,416796,0,46857262,57147200,True,41959180#416796
32308545,31803140,0,149318,150984,False,32308545#31803140
53641305,91040930,0,4560116,764656,True,53641305#91040930
5105245,94218842,0,323596,4560116,True,5105245#94218842
82673188,21426091,0,1571647,5568458,True,82673188#21426091
44685515,8414728,0,683214,1252906,True,44685515#8414728
81954319,90893220,0,565142,2533164,True,81954319#90893220
50810315,206952,0,60449185,76491423,True,50810315#206952
24533796,12615558,0,2058376,1252906,True,24533796#12615558
33365078,18756772,0,667096,2533164,True,33365078#18756772
3335799,96388018,0,779562,443612,True,3335799#96388018
25301807,45913161,0,1223297,1671509,False,25301807#45913161
18567164,22916591,0,75017,603762,True,18567164#22916591
7726595,4537109,0,195552,580471,False,7726595#4537109
74659398,18309559,0,387671,161548,False,74659398#18309559
69475906,11348911,0,60449185,78575500,True,69475906#11348911
96845495,69663824,0,53163,1054843,True,96845495#69663824
71471222,5489545,0,1374090,1457721,True,71471222#5489545
64692163,69406607,0,78575500,46857262,True,64692163#69406607
15160348,71442235,0,1336313,3034024,True,15160348#71442235
52804740,23276195,0,60449185,1006147,False,52804740#23276195
619357,2555924,0,21809,900968,True,619357#2555924
25259459,78504454,0,617064,122031,False,25259459#78504454
27429904,69663824,0,2008617,1054843,True,27429904#69663824
78504454,44685515,0,122031,683214,True,78504454#44685515
93507880,96888760,0,5673093,2148042,True,93507880#96888760
7132510,24147862,0,1439932,709380,True,7132510#24147862
12014461,206952,0,57147200,76491423,True,12014461#206952
5656114,7132510,0,729259,1439932,True,5656114#7132510
5495153,47613152,0,516888,3775297,False,5495153#47613152
69475906,39375908,0,60449185,352020,False,69475906#39375908
80927616,67846635,0,443612,336149,False,80927616#67846635
3598671,90603941,0,408446,5712817,True,3598671#90603941
96388018,77380292,0,443612,1313785,True,96388018#77380292
80652568,6972787,0,3553607,2039173,True,80652568#6972787
57083116,27166337,0,1659308,1476532,True,57083116#27166337
94196046,33480491,0,1808651,310518,True,94196046#33480491
43951434,69996428,0,1423051,708269,True,43951434#69996428
77338417,15678458,0,93315,75807,False,77338417#15678458
6972787,59314991,0,2039173,2268487,True,6972787#59314991
92484431,51544284,0,683214,122031,True,92484431#51544284
42728611,46627365,0,254664,717069,True,42728611#46627365
1303912,7972852,0,1808651,310518,True,1303912#7972852
65655694,92120329,0,717069,643961,True,65655694#92120329
4312088,63623853,0,5836450,1542544,True,4312088#63623853
5656114,35648851,0,729259,275948,True,5656114#35648851
36022457,47146148,0,1118780,1457721,True,36022457#47146148
46627365,61869387,0,717069,1892167,False,46627365#61869387
63897872,53928428,0,1252906,24792,True,63897872#53928428
61794834,18456007,0,93315,3656260,True,61794834#18456007
95436764,88773659,0,37091,1457721,True,95436764#88773659
52804740,79669455,0,60449185,26458599,True,52804740#79669455
31696332,18649931,0,60449185,46857262,True,31696332#18649931
88343994,54798530,0,1808651,443612,True,88343994#54798530
13887167,15160348,0,1671509,1336313,True,13887167#15160348
8114507,74646858,0,595102,2008617,True,8114507#74646858
49517221,89315005,0,122031,301204,True,49517221#89315005
70233715,37532089,0,1764013,1482775,False,70233715#37532089
24580765,52851091,0,3851409,5135259,True,24580765#52851091
66191134,23802255,0,217603,1476532,True,66191134#23802255
74254329,47282882,0,580471,1054843,True,74254329#47282882
70159856,68280046,0,280415,158919,False,70159856#68280046
49517221,75132289,0,122031,127568,False,49517221#75132289
22916591,66047716,0,603762,3775297,True,22916591#66047716
46441935,31674056,0,509638,1282167,True,46441935#31674056
70100785,35876362,0,254664,788533,False,70100785#35876362
78196838,41234714,0,288081,1542544,False,78196838#41234714
12959047,82515987,0,76491423,60449185,True,12959047#82515987
62422382,43522170,0,5135259,2533164,True,62422382#43522170
78234939,77094922,0,3846144,163499,False,78234939#77094922
32239506,789163,0,5409130,52358297,True,32239506#789163
48742674,21798126,0,2533164,2283152,False,48742674#21798126
27988700,45840265,0,1132050,1542544,True,27988700#45840265
5938532,61794834,0,654362,93315,True,5938532#61794834
2555924,38447746,0,900968,704991,True,2555924#38447746
81356812,32931015,0,330408,2161920,False,81356812#32931015
18649931,16818496,0,46857262,78575500,True,18649931#16818496
84323392,5105245,0,4560116,323596,True,84323392#5105245
54001501,63897872,0,149318,1252906,True,54001501#63897872
84097622,24802094,0,1600396,2427670,True,84097622#24802094
80927616,77380292,0,443612,1313785,True,80927616#77380292
7972852,67147203,0,310518,1808651,True,7972852#67147203
13142970,52438681,0,192208,1457721,False,13142970#52438681
30675144,64581979,0,2961644,4656590,True,30675144#64581979
61868091,87426005,0,1457721,1118780,True,61868091#87426005
57721076,31585097,0,730377,900968,True,57721076#31585097
96388018,67147203,0,443612,1808651,True,96388018#67147203
17912410,90603941,0,764656,5712817,True,17912410#90603941
45840265,82640108,0,1542544,5836450,True,45840265#82640108
48435137,12959047,0,287852,76491423,False,48435137#12959047
39833087,49092761,0,78575500,46857262,True,39833087#49092761
5717009,13142970,0,1086172,192208,True,5717009#13142970
45840265,77094922,0,1542544,163499,True,45840265#77094922
34387943,32220000,0,1313785,443612,True,34387943#32220000
77094922,63623853,0,163499,1542544,True,77094922#63623853
10297758,75749012,0,443612,1313785,True,10297758#75749012
41987114,18756772,0,3851409,2533164,True,41987114#18756772
61791022,70349654,0,1366684,93315,True,61791022#70349654
92984470,61905253,0,4559,764656,False,92984470#61905253
1303912,57423050,0,1808651,310518,True,1303912#57423050
8499589,81657974,0,48610,5135259,True,8499589#81657974
93719352,37955791,0,254664,1196850,True,93719352#37955791
62191549,76957532,0,709380,1312939,True,62191549#76957532
25978496,46987821,0,46857262,352020,False,25978496#46987821
64692163,416796,0,78575500,57147200,True,64692163#416796
56064924,98651543,0,1702430,1496586,True,56064924#98651543
92782071,75372170,0,75956,704991,True,92782071#75372170
80103776,29553137,0,509638,387671,True,80103776#29553137
45798790,8733542,0,192208,182172,True,45798790#8733542
15295500,43405231,0,2427670,1524442,False,15295500#43405231
79821099,3447561,0,627344,1496586,True,79821099#3447561
64029523,77094922,0,5836450,163499,True,64029523#77094922
804681,13142970,0,182172,192208,True,804681#13142970
74017051,77020269,0,649471,3851409,False,74017051#77020269
42432008,98300795,0,2161920,390091,True,42432008#98300795
52804740,69406607,0,60449185,46857262,True,52804740#69406607
18331466,69996428,0,1423051,708269,True,18331466#69996428
74254329,89090467,0,580471,1980656,True,74254329#89090467
80927616,94196046,0,443612,1808651,True,80927616#94196046
49092761,13238453,0,46857262,472560,False,49092761#13238453
61794834,7580852,0,93315,196841,False,61794834#7580852
1970598,93836358,0,1366684,394619,True,1970598#93836358
40336134,23753239,0,76491423,1468560,False,40336134#23753239
10718715,61868091,0,1118780,1457721,True,10718715#61868091
97987485,36484207,0,4560116,404077,True,97987485#36484207
64350426,50944416,0,1132050,155934,True,64350426#50944416
19006949,54798530,0,310518,443612,True,19006949#54798530
11685383,98651543,0,1084991,1496586,True,11685383#98651543
93444928,76657775,0,155934,760884,True,93444928#76657775
68830291,3285479,0,580471,1578824,False,68830291#3285479
88773659,42257007,0,1457721,1409979,False,88773659#42257007
7717624,59459274,0,1392047,165928,False,7717624#59459274
91646112,55601807,0,1588018,443612,True,91646112#55601807
33972604,43481409,0,603762,279005,True,33972604#43481409
31490474,60641225,0,149318,1252906,True,31490474#60641225
56723108,28948362,0,139209,717069,True,56723108#28948362
90040742,95707907,0,393711,75956,True,90040742#95707907
19697930,47613152,0,3747560,3775297,True,19697930#47613152
16934958,19778721,0,1366684,3656260,True,16934958#19778721
56064924,22007806,0,1702430,319607,True,56064924#22007806
55268831,43189520,0,509638,683214,False,55268831#43189520
32308545,34689442,0,149318,1068570,True,32308545#34689442
90839732,43780660,0,137764,5673093,True,90839732#43780660
45849101,87076936,0,280415,1284659,True,45849101#87076936
48136792,1283491,0,704991,967973,False,48136792#1283491
28656579,42432008,0,75956,2161920,True,28656579#42432008
27756093,61898339,0,709380,466745,True,27756093#61898339
29464910,15891845,0,2427670,580471,True,29464910#15891845
57337098,43189520,0,149318,683214,True,57337098#43189520
46809516,30675144,0,24792,2961644,False,46809516#30675144
31740181,38344216,0,155934,861125,True,31740181#38344216
