id,brand,title,description,price,pricecurrency,spectablecontent,cluster_id
71116679,,Pokemon Sword & Shield Rebel Clash Elite Trainer Box,"SWSH Rebel Clash Elite Trainer Box including Sleeves, Dividers and a Storage Box all featuring designs of The sets Mascot Pokemon. Included also are a set of dice, 8 SWSH Rebel Clash Booster Packs, and a code card for the Pokemon online TCG.",3.5E1,GBP,,4481177
88874092,Lacie,Dd lacie portatil /5tb externo /thunderbolt /usb c,,6898.15,MXN,,3073980
79589897,,Sandisk 32GB Extreme Pro 160 MBs Compact Flash,"Get high-capacity storage, faster shot-to-shot performance, and cinema-quality video with the SanDisk Extreme PRO CompactFlash Memory Card.",59.00,GBP,,2973998
94511792,,CORSAIR 2x16GB DDR4 3200Mhz CL16 Vengeance LPX RAM (CMK32GX4M2B3200C16) (Limited Lifetime Warranty with Convergent),Warranty : LTD LifeTime with Local Distributor - Convergent,263.00,SGD,,505112
23084884,,HDD WD Red Mobile 1TB (WD10JFCX),,81.29,EUR,,1524442
45256979,,HYPERX 8GB 1600MHZ DDR3 DIMM BLACK,,,,,1012076
37915790,,Ram Mount Tough-Claw with 1 Rubber Ball - L,"Ram Mount Medium Tough-Claw with 1 Rubber BallThe RAM® Tough-Claw™ is the perfect mounting base for quick and easy tool-less installation and removal on round and square bars and rails. The Tough-Claw™ can be clamped on rails from 16mm to 38mm outer diameter. Ideal for mounting tablets, action cameras, smartphones, rod holders for rod storage and much more in a wide variety of applications. Perfectly suited for mounting on the yoke of an aircraft, handlebars and seat posts of bicycles, kayak rails, roll bars and much more, the RAM® Tough-Claw™ will soon become another essential RAM® component in your collection of mounting options.Clamping Dimensions:26mm - 47mm diameter Physical Dimensions:Height: 133mmWidth: 40mm Details:High strength glass-filled nylon construction with corrosion-resistant stainless steel hardwareRubber pads provide stable, even gripping and protection of mounting surfaceClamp jaw is configured for round, flat and odd shapesQuick engage and release of clawLifetime Warranty!Made in U.S.A. Marine Grade Stainless Steel Components & High Strength Composite1"" Rubber Ball ""B"" Size ",5.699E1,GBP,,219025
53570958,Ubiquiti,UniFi AC Mesh Pro AP -5 Pack (ROW Version),"(UAP-AC-M-PRO-5 Pack ROW Version) The UniFi AC Mesh Pro AP provides simultaneous, dual-band, 3x3 MIMO technology and is available in single- and five-packs. The enclosure of the UniFi AC Mesh Pro AP is designed to withstand the elements, making it ideal for outdoor deployment. The UniFi AC Mesh Pro AP can be mounted on a wall or pole. (All accessories are included.)The primary port is for data and PoE; the secondary port is for bridging. Built-in dual-band omnidirectional antennas deliver expanded range coverage outdoors.You can power the UniFi AC Mesh Pro AP with an 802.3af compatible switch, UniFi PoE Switch, or the included Gigabit PoE adapter. We recommend powering your UniFi devices with a UniFi PoE Switch (sold separately).",975,USD,,4275566
97288853,,Cap New Era NFL Green Bay Packers 9Fifty Cap,,3.99E1,EUR,,57151063
37084990,,Zebra 6 Panel YMCKOK Color Ribbon With Cleaning Roller - 170 prints (800015-448),"Prints Per Roll:170 printsCompatible with: Zebra P420i, P430i and P520i",121.60,SGD,,515358
39172032,,TP-LINK TL-SG105E 5-port Gigabit Easy Smart switch,TP-LINK TL-SG105E 5-port Gigabit Easy Smart switch,21.32,EUR,,891871
30869320,GoPro,GoPro Dual Battery Charger + Battery for HERO4,"This is a USB charger that holds two batteries, and will charge them simultaneously. It is designed to draw USB bus power from most USB power sources, including USB wall adapters, computers, the GoPro Auto Charger, and the GoPro Wall Charger. Dual orange and green LED lights indicate the charge status of each battery.Conveniently charges two HERO4 camera batteries simultaneouslyCan be powered with most standard USB power adapters, the GoPro Auto or Wall Charger, or a computerDual LED lights display charging status of both batteriesAllows you to charge your spare batteries while you use your cameraIncludes a spare 1160mAh lithium-ion rechargeable battery for your HERO4 camera",4.02E1,EUR,,2020118
9390933,,LaCie Rugged USB-C 2TB,,,EUR,,1241636
88569688,SHIMANO AMERICAN CORP.,"SHIMANO AMERICAN CORP. PEDAL, NON-SERIES(00) PD-M324 W/O REFLECTOR W/CLEAT IND.PACK",Combines the power of Shimano's SPD® and the convenience of a platform pedal. Cleats included. Sold as pair.Weight: 530 g.,69.99,USD,,545529
77008042,,Samsung 860 PRO 1TB SSD,"SATA 3.0, 2.5'',V-NAND MLC, up to 560/530MB/s read/write,2MTBF",1861.00,DKK,,158919
33701626,,APC Replacement Battery Cartridge 110,,53.90,EUR,,1157842
47336087,,MON LED 27 Samsung C27F390FHU,,161.26,,,709380
89973207,,Cisco Catalyst WS-C2960X-24TD-L network switch Managed L2 Gigabit Ethernet (10/100/1000) Black,"Cisco Catalyst WS-C2960X-24TD-L, Managed, L2, Gigabit Ethernet (10/100/1000), Full duplex, Rack mounting",0.0,EUR,,758825
64323838,,DDR3 8GB PC1600 CL9 Kingston Hypk,,41.16,,,702149
51672417,,Johnnie Walker Red Label 700ml,"Whiskey blended combining sweet single malts from the Highlands region in Scotland with stronger malts from the Islands region. The malts are aged for 3-5 years, and their combination provides the Red Label emphasized, rich and balanced flavors. Johnnie Walker Red is one of the most well-known and best-selling whiskey brands worldwide.",41.0,SGD,,17572
52438492,Nikon,Nikon 300mm F4 PF ED VR Telephoto Lens,Nikon 300mm F4 PF ED VR Telephoto LensIdeal for sports & wildlifeImage stabilisationAperture range: f/4.0 - f/32Filter diameter: 77 mmCompatible with Nikon F mount,1382.5,GBP,,677220
25282467,Park Tool,Park Tool AWS-3 Hex,"2, 2.5 & 3mm",$11.49,USD,,6129732
66814149,,Sigma 35mm f1.4 DG HSM Art Lens (Canon EF Fit),"EF-Mount Lens/Full-Frame FormatAperture Range: f/1.4 to f/16One FLD Element, Four SLD ElementsTwo Aspherical ElementsFloating Elements SystemSuper Multi-Layer CoatingHyper Sonic AF Motor, Manual OverrideRounded 9-Blade DiaphragmCompatible with Sigma USB DockOne of Sigma's finest creations yet, this lens sets a new benchmark for performance, offering quality that exceeds expectations in every way.Designed with a focus on sophisticated optical performance and abundant expressive power, our new Art line delivers superior image quality for high-level artistic expression. This new lens embodies the concept of our new Art lenses.Our Art line delivers high-level artistic qualitySigma is organizing all its interchangeable lenses into three product lines; Contemporary, Art and Sports. Designed with a focus on sophisticated optical performance and abundant expressive power, our Art line delivers high-level artistic expression. Developed with the maximum emphasis on artistic touch, our Art line lenses are designed to meet the expectations of users who value a creative, dramatic outcome above compactness and multifunction. Along with landscapes, portraits, still-life, close-up and casual snaps, they're perfect for the kind of photography that unleashes the inner artist. Ideal for studio photography, they offer just as much expressive scope when capturing architecture, starry skies, underwater shots and many other scenes. The SIGMA 35mm F1.4 DG HSM is the first lens from the Art line.Compensate for color aberration to ensure unsurpassed expressive performanceAberration is an important factor for the lens performance. To actualize a high-performance lens, one of the essential elements is aberration correction. When it comes to aberration, there are chromatic aberration of magnification and axial chromatic aberration. It is possible to correct the chromatic aberration of magnification in photo-editing software whereas axial chromatic aberration cannot be corrected afterwards. This lens incorporates FLD (\""F\"" Low Dispersion) glass elements, which have performance equal to fluorite, and SLD (Special Low Dispersion) glass elements, and by optimizing the power alignment of the lens, both types of aberration have been corrected. The lens achieves ultra-high image quality through the entire focusing range. Also, by appropriate alignment of aspheric lenses, astigmatism and field curvature are corrected. The result is superior optimum resolution even in peripheral areas.Large maximum aperture of F1.4In 2005, Sigma released a lens that has aperture value F1.4 designed for digital SLRs, \""SIGMA 30mm F1.4 EX DC HSM\"". Since then, we have produced high-performance lenses by incorporating the latest optical technique, such as the standard lens designed for a full size image sensor, the SIGMA 50mm F1.4 EX DG HSM and the medium telephoto lens with large aperture, SIGMA 85mm F1.4 EX DG HSM. This lens, SIGMA 35mm F1.4 DG HSM, is our fourth lens that achieves extraordinary expressive power at the aperture value at F1.4. For wide angle photography, it ensures excellent brightness with the large F1.4 aperture and a beautiful bokeh effect.Attractive blur effectCorrection of coma aberration enabled less blur on a point light source in peripheral areas, and the function is best used for astrophotography and illuminations. It is also possible to create an attractive blur to the out of focus areas. The aspheric lens elements used as the first lens have secured peripheral brightness while correcting distortion. The rounded diaphragm creates an attractive blur to the out-of-focus areas of the image.Floating inner focusing systemThis system compensates for astigmatic aberration and spherical aberration and provides extremely high optical performance for close-up photos.Flare and ghosting conscious designIn order to achieve high rendering on this flagship lens, flare and ghosting were thoroughly measured from an early stage to establish an optical design which is resistant to strong incident light such as backlight. The Super Multi-Layer Coating reduces flare and ghosting and provides sharp and high contrast images even in backlit conditions.Hyper Sonic MotorThe HSM (Hyper Sonic Motor) ensures high speed and quiet AF as well as full-time manual focus override by rotation of the focus ring. With the enhanced AF algorithm, smoother AF is achieved.Brass made bayonet mountThis lens incorporates a brass made bayonet mount which has both high accuracy and durability. A special treatment to reinforce its strength is applied to the surface giving it greater strength and making it highly resistant to long-term use.Ease of useThe new product lines incorporate rubber for the attachment part of the provided lens hood. For better usability, the design of the lens cap and AF/MF changeover switch have been improved. In order to ensure high accuracy of the product, all metallic parts and the new compound material, TSC (Thermally Stable Composite), which has high affinity to metal parts, are housed internally.Newly developed \""USB DOCK\"" exclusively for new product linesBased on these new lines, we have developed special software (SIGMA Optimization Pro) that can update the lens firmware and adjust parameters such as focus.Evaluation with Sigma's own MTF measuring system \""A1\""We used to measure lens performance with MTF measuring system using conventional sensors. However, we've now developed our own proprietary MTF (modulation transfer function) measuring system (A1) using 46-megapixel Foveon direct image sensors. Even previously undetectable high-frequency details are now within the scope of our quality control inspections. The SIGMA 35mm F1.4 DG HSM will all be checked using this \""A1\"" before they are shipped.",524,GBP,,704991
30011491,,Sandisk Ultra SDCZ48-064G-U46 USB 3.0 64GB Flash Drive [Au Stock],"Sandisk Ultra USB 3.0 CZ48 64GB Flash Drive -Speed, capacity and file security in a sleek and sturdy USBNew – Brand New / SealedSandisk Ultra USB 3.0 CZ48 64GB Flash DriveTRANSFER A FULL-LENGTH MOVIE IN LESS THAN 40 SECONDS1The SanDisk Ultra USB 3.0 Flash Drive combines faster data speeds and generous capacity in a compact, stylish package.MOVE FILES QUICKLY WITH FASTER TRANSFER SPEEDSWith transfer speeds of up to 100MB/s the SanDisk Ultra USB 3.0 Flash Drive reduces the time you’ll spend waiting for files to move from the flash drive to your computer. Enabled for USB 3.0, this fast drive lets you transfer and store large files up to ten times faster than USB 2.0 drives.HIGH-CAPACITY DRIVE ACCOMMODATES LARGE FILESOffered in capacities up to 256GB the SanDisk Ultra USB 3.0 Flash Drive can hold all your favorite media and important documents, including high-resolution photos, MP3s, movies, presentations, and graphic files.STYLISH, PORTABLE DESIGNWith its sleek black design, the SanDisk Ultra USB 3.0 Flash Drive is as stylish as it is practical. This compact and portable drive can easily travel with you in a pocket or handbag.SANDISK SECUREACCESS™ SOFTWARE KEEPS FILES PRIVATEThe SanDisk Ultra USB 3.0 Flash Drive includes SanDisk SecureAccess software, which lets you set up a password-protected private folder on your drive.4 Your files will be secured with 128-bit AES encryption to help keep them confidential, even when sharing the drive with others.WARRANTYThe SanDisk Ultra USB 3.0 Flash Drive is backed by a five-year limited warranty.",26.16,AUD,,598906
35165067,,海盗船 Carbide 175R RGB ATX Tempered Glass Case. Two Years Warranty,,149.00,AUD,,643961
73823909,,UBIQUITI UAP-AC-HD-5 5pk,"Build your Wi-Fi network with the UniFi® HD Access Point, part of the Ubiquiti Networks® UniFi Enterprise Wi-Fi System. The UAP-AC-HD, is an indoor/outdoor, high-performance, 802.11AC Wave 2 dual-band access point, capable of throughput speeds of up to 2533 Mbps and a maximum range of up to 122 mete",1964.95,CAD,,980563
50657212,,Remo Ambassador Coated 14in Drum Head,"The Coated Ambassador heads are medium-weight heads made with a coated single-ply 10-mil Mylar film to produce a warm open, bright, and resonant sound with a warm attack. Coated Ambassador heads are the standard of the industry for both live and recording situations.Available in sizes from 8in - 24in",17.99,GBP,,2711403
19301010,,Logitech Portable HD Webcam C525,"Clear, crisp and smooth HDvideos Make high-definition videocalls Crisp, colourful andcontrasted images Smooth video quality at 30frames per second A portable, fold-and-godesign LogitechPortable HD Webcam for clear, crisp and smooth HD videos (720P/30FPS). The C52",129.00,AUD,,329534
69912633,Corsair,"CORSAIR Crystal Series 680X RGB High Airflow Tempered Glass ATX Smart Case, White","E-ATX (and Below), 7+2 Expansion Slots, Tempered Glass, Watercooling Support, GPU up to 330mm, CPU up to 180mm, 1 x USB Type-C, 2 x USB 3.0",230.89,GBP,,28019
66718913,,Samsung Portable SSD T7 2TB,"Samsung Portable SSD T7 2TB, Blue",739.92,лв.,,1252792
66760494,,SRAM XX1 Eagle 10-50T XG1299 12sp Cassette Gold,"Say goodbye to your mountain bike front derailleur and hello to your your new bike bling, the new X-DOME Eagle cassette from SRAM.",549.99,AUD,,202915
62662513,MSI,MSI Radeon RX 570 ARMOR 8G OC,"Grafická karta 8GB GDDR5 (7000MHz), AMD GCN 4.0 (Polaris 20), Boost 1268 MHz, PCI Express x16 3.0, 256Bit, DisplayPort, DVI-D a HDMI",4399,CZK,,1582959
64714684,,Ubiquiti UniFi Protect 4K IP Video Camera CCTV IP67 Optical Zoom - UVC-G4-PRO (No PoE Injector),"Capture every last detail in stunning 4K resolution with the Ubiquiti UniFi Protect G4-PRO camera. The G4-PRO is Ubiquiti's most powerful camera to date, featuring a large 1/2 image sensor, 3X powered optical zoom lens and integrated high-power infrared LEDs for long range night vision performance.The G4-PROs IP67 ingress rating, -20 - 50C temper...",480.00,GBP,,788533
55853667,,Nikon AF-S 300mm f/4.0 E PF ED VR,Nikon AF-S 300mm f/4.0 E PF ED VR,2099.00,EUR,,194731
70894718,,CARTO DE MEMRIA CLASSE 10 KINGSTON SDCS/64GB MICRO SDXC 64GB 80R/10W UHS-I U1 CANVAS SELECT,,,,,53163
61115102,,Magnetic Micro USB Charging Cable,Buy Magnetic Micro USB Charging Cable at smartphoneaccessories.store! Free shipping to 185 countries. 45 days money back guarantee.,9.99,USD,,76667549
34001198,,Switch Cisco Small Business 2960-X - 24 Puertos - Gigabit - PoE - 4 SFP - Gestionado,,55019.00,MXN,,541840
35547549,,Xiaomi Redmi Note 8 Pro64GB (6GB RAM),"6.53\"" FHD+ (2340x1080) with Gorilla Glass 5 (Front/Back), Dual SIM, Mediatek Helio G90T Octa-core, 6GB RAM, 64GB Flash, Quad Camera System: 64Mpixel f/1.9 + 8Mpixel f/2.2 + 2Mpixel f/2.4 + 2Mpixel f/2.4 (Back), 20Mpixel f/2.0 (Front), microSD, Android",2490,NOK,,201669
83027890,,Intel Core i9-9900 Prosessor,"Socket-LGA1151, 8-Core, 16-Thread,3.1/5.0GHz, Coffee Lake Refresh, inkl kjøler",4999.00,NOK,,248547
70082735,,"Catalyst 2960-X 24 GigE PoE 370W, 4 x 1G SFP, LAN Base","The Greenest Switch Ever'. That's the 2960X. Up to 8 Switches in a Stack, managed with only 1 interface. Layer 2, managed and Power over Ethernet on all ports. SFP Uplinks available.",25133.675501,ZAR,,541840
46652889,,"RAM® Double Socket Arm (Long 6\"")","The RAM-B-201U-C consists of a long double socket arm that accommodates 1\"" B size ball bases, device holders, and adapters. With an overall length 6\"", this is the longest B size RAM® double socket arm size and adds more reach to your favorite mounting soluiton. The easy to adjust knob allows for near-infinite adjustability for your connected device.FEATURES- Provides an extended reach with an overall length of 6\"" and a socket-to-socket length of 5.31\""- Attaches to any B size RAM® ball component, including mounting bases and device holders; double ball and socket technology allows for near-infinite adjustability of your RAM® mounting system- Made of powder-coated, marine-grade aluminum for durability and reliability in the most demanding environments- Backed by a lifetime warranty",21.49,USD,,1366684
95745817,,"WD Blue 3D NAND 1TB PC SSD - SATA III 6 Gb/s 2.5""/7mm Solid State Drive","Technical InformationStorage Capacity:1 TBDrive PerformanceMaximum Read Transfer Rate:560 MB/sMaximum Write Transfer Rate:530 MB/sNetwork &amp; CommunicationWireless LAN:NoInterfaces/PortsDrive Interface:SATADrive Interface Standard:SATA/600Physical CharacteristicsDrive Type:InternalForm Factor:2.5""Height:0.3""Width:2.8""Depth:3.9""Weight (Approximate):1.32 ozMiscellaneousDevice Supported:Desktop PCDevice Supported:NotebookWarrantyLimited Warranty:5 Year Shipping: US MAIL Priority shipping is included.",124.95,USD,,549556
75128379,Nikon,Nikon AF-S 24-85mm f/3.5-4.5G ED VR Lens,Highly versatile wide angle to medium telephoto FX-format zoom lens with Nikon's second-generation Vibration Reduction (VR II) technology for noticeably sharper photos and HD videos.,799,AUD,,21809
94414976,,Epson A2 Premium Lustre Photo Paper (25 Sheets),"A2 (420x594mm) (16.5x23.375in), 251gsm, White Glossy",38.99,GBP,,3929531
37007640,Life Extension,Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support 100 mg,"100 mg, 60 soft-gels | Item# 01426Ultra-absorbable CoQ10 benefits cell energy, heart &amp; brain healthOur patented ubiquinol is highly bioavailable, which means it’s easy for the body to absorb. Combined with PrimaVie® shilajit the rate of absorption increases to help promote the body’s youthful cellular energy production.Non-GMO$46.50Multi-Unit Discount Available4 units   @ $39.00 | Save 16%10 units  @ $36.00 | Save 22%Available versions:50 mg30 softgels$15.00100 softgels$43.50100 mg30 softgels$24.7560 softgels$46.50200 mcg30 softgels$44.25",46.50,USD,,187912
51823526,,"SanDisk USB 3.0 Flash Drive Ultra Flair 32 GB Black, Silver","In a working environment, it can be time consuming to transfer files from one device to another. With the SanDisk Ultra Flair USB flash drive, save yourself valuable time with less waiting to transfer files. Enjoy the high-speed USB 3.0 performance of up to 150MB/s1, making for a more efficient working pace.This flash drive is the perfect place for storing your favourite media and important documents, such as presentations, high-resolution photos, MP3 and graphic files. Its compact design means you can store it neatly in a multitude of places, and the metal case ensures its durability, making it a great companion for when you are working on the go. The password protection feature with the SanDisk SecureAccess software improves the security of your digital documents.",10.03,EUR,,292826
