id,brand,title,description,price,pricecurrency,specTableContent,cluster_id
81865746,,"Monitor Philips 31,5"" 325E1C/00 VGA HDMI DP",,1284.24,PLN,,418506
1252771,Johnnie Walker,Johnnie Walker Green Label -70CL,"Johnnie Walker Green Label is crafted from a palette of Speyside, Highland, Lowland, and Island malts matured for at least 15 years in American and European oak casks – all perfectly blended to unleash intense aromas of fresh-cut grass, fresh fruit, wood smoke, deep vanilla, and sandalwood. Johnnie Walker Green delivers all the character of a single malt whiskey, but with a greater depth of flavor.Looking for where to buy the Johnnie Walker Green Label 70clin Nigeria? Visit drinks.ng to buy your BlendedScotch Whisky at the best prices and get them delivered to your doorsteps.",13495,NGN,,472675
34446217,,Toner Brother TN 423 Cyan XL,,151.99,EUR,,574965
7799556,,iPhone 6s Plus Replacement Battery - Fix Kit with Adhesive / Yeni / Part and Adhesive / Yeni,New Replacement Battery Compatible with iPhone 6s PlusBattery Adhesive Strips,24.99,USD,,8851909
71603912,,20V MAX XR Drywall Screwgun Kit (2.0AH),,254.61,CAD,,30552425
2565354,Tudor,TUDOR Black Bay S&G,TUDOR Black Bay S&G,3900,GBP,,6999051
7178113,Ray Ban,Ray Ban Sunglasses RB3588 905513 55mm,"Specifications:Brand: Ray BanStyle: SquareLens Color: Brown Gradient Dark BrownLens Material: PlasticLens Technology: GradientLens Size: 55mmTemple Length: 140mmBridge Size: 19mmFrame Color: Gold On Top BrownFrame Material: MetalCase Type: Black Ray Ban CaseIncluded in the Box: Cleaning Cloth, BookletMade In: ItalyGender: UnisexUPC: 8053672837001",95.69,GBP,,27132
20786225,,Switch Cisco C9500-40X-A-BR,"Catalyst 9500 40-port 10Gig switch, Network Advantage",0,BRL,,39013377
41463245,,Panerai Luminor Submersible 1950 Calibre P.9010 Automatic Automatic Black Rubber Watch PAM01305,"titanium case, with a black dial. Black rubber Strap. calibre p.9010 automatic movement. sapphire crystal. 47mmx 47mmx 16mm case. 22mm band width. 300 meters water resistant. Panerai Luminor Submersible 1950 Calibre P.9010 Automatic Automatic Black Rubber Watch PAM01305 The bold style of Panerai watches is balanced by the use of elegant numerals and designs, creating a look that is attractive and appealing.",7.268E3,USD,,2271480
25474491,Canon,Canon Tinte PFI-706 R red 700ml f. iPF8x00/9400,,242.72,EUR,,487351
19030745,Garmin,Garmin 10M 12-Pin Extension Cable f/ GHS10 - 010-11185-00,"Garmin 10M 12-Pin Extension Cable f/ GHS10 - 010-11185-00Need a little more cable? Our 10 meter extension cable can help. Cable has 12-pin connector.Compatible w/VHF 200, VHF 300, VHF 300 AIS.",43.99,USD,,929815
5820540,,KING SINGLE SIze - Cool Gel Memory Foam Mattress,"Sleep gets even better with the Bedding Memory Foam Mattress. This is not your ordinary memory foam mattress. It incorporates an innovative multi-layer technology that utilises three different foam layers – cool gel memory foam, egg-shaped foam and high-density foam. The result is a mattress that delivers contouring pressure relief, a cooling bounce with adequate air flow, and strength and durability to support sleepers of all shapes and sizes with zero partner disturbance. On top of these benefits, you still get to enjoy a memory foam mattress that is known for its exceptional qualities such as a Belgium knitted fabric cover that is removable, anti-slip base, anti-bacteria, dust-mite resistant and hypo-allergenic.Features* Premium knitted fabric* Multi-layer foam structure* Top layer: Certi PUR-US certified cool gel memory foam* Middle layer: egg shaped foam* Bottom layer: high density supportive foam* Washable removable zipped cover* Anti-slip base* Excellent support and sublime comfort* Hypo-allergenic and dust mite resistant* Zero partner disturbance* Temperature regulationSpecifications* Size: King Single* Dimensions: 107cm x 203cm x 25cm* Firmness: Medium Firm* Vacuum packaging: Item will expand to its normal shape within one day after unpacking.Package Content1 x Memory foam mattress 1 x Plastic bag opener",506.00,AUD,,3070336
12602016,Epson,Compatible Epson T1293 Magenta Ink Cartridge (T1293MCOM),,4.99,GBP,,132180
1792155,Bosch,Bosch Serie 2 HHF113BR0B Single Built In Electric Oven,Single Oven Agency,299.00,GBP,,957065
19886816,,WS-C3850-48T-L Cisco Catalyst 3850 Network Switch (New),"NEW - Cisco 3850 Ethernet Switch - 48 Ports - 48 x 10/100/1000 Ethernet port, 350WAC power supply, LAN Base feature set - StackPower Cables NOT Included (WS-C3850-48T L)",2131.00,USD,,3012732
3365489,,RAY BAN RB2168 901/31,,,,,2630003
70600296,,2.27KG - 5.0LB / Strawberry Banana,"OPTIMUM NUTRITION 100% WHEY GOLD STANDARD100% Whey Gold Standard is a lean protein blend from Optimum Nutrition.It uses a blend of whey protein isolate, whey protein concentrate and whey peptides to produce a product that is a high protein, low carbohydrate and low fat.Each scoop packs 24g protein,5.5g BCAA’s and over 4g of glutamine for a very versatile protein powder.Whey protein is naturally high in amino acids, in particular, leucine. This is a key amino acid for triggering protein synthesis.Whey is also very similar to human tissue making it very easy for us to utilise.This mixes with ease, tastes fantastic and offers excellent value for money. With 4 sizes and 17 flavours to choose from, there is something for everyone.Optimum also went the extra mile adding digestive enzymes to every scoop to ensure it breaks down and absorbs without any upset stomachs.Whole food is still the king when it comes to nutrient intake. That being said there are times throughout the day a faster-digesting source can be of benefit. First thing in the morning and post-workout are times when protein intake is very important. Demand is very high and a fast-acting protein source is required. Whey protein is ideal at this time. High in amino acids and easily digested this speeds up the recovery process.HOW DO I USE 100% WHEY GOLD STANDARD?Mix 1 serving of Gold Standard 100% Whey in 300ml water in the morning with breakfast and again post-workout. These are times our bodies require a faster acting protein source.HOW MUCH DOES IT COST?100% Whey Gold Standard is $99.95 and has 74 serves making it $1.35/serve. This is for the 5lb/2.27kg size of the product. The bigger size offers even better value for money!SHOULD I USE ANYTHING ELSE WITH THIS FOR BEST RESULTS?If your goal is to increase muscle size and strength we’d recommend taking creatine aswell. Simply add 10gm to your post-workout shake",9.995E1,AUD,,5101831
23343356,Newbolds Online,"Fisher & Paykel Front Loader Washing Machine, 8kg",,1297.000,NZD,,1631078
64692162,,Gorra New Era NFL Green Bay Packers 9Fifty Cap,,3.99E1,EUR,,57151063
870762,,Sigma 20mm F1.4 DG HSM Art Lens [Nikon],"Truly wide and truly fast, the Nikon F mount 20mm f/1.4 DG HSM Lens is a member of the venerable Art series of Global Vision lenses from Sigma and pairs a sophisticated optical design with a robust physical construction. Comprised of 15 elements in 11 groups, the lens design includes two \""F\"" Low Dispersion (FLD) elements, five Special Low Dispersion (SLD) elements, and two aspherical elements to significantly reduce chromatic and spherical aberrations, as well as limit distortion for clean, sharp, and evenly illuminated imagery. A Super Multi-Layer Coating has also been applied to minimize surface reflections, flare, and ghosting for increased contrast and color accuracy. The wide focal length and consistent image quality make this lens especially suitable for landscape, interior, architectural, and astrophotography applications, while the fast f/1.4 maximum aperture deems it ideal for natural and low-light shooting.Complementing the optical performance is an equally adept Hyper Sonic Motor, which provides fast, smooth, and near-silent autofocus performance. This focusing motor also enables full-time manual focus override at any time just by rotating the focus ring for refined manual control and focusing as close as 10.9\"". The lens barrel is constructed using a Thermally Stable Composite material, which supports working in a wide variety of temperatures and conditions, and the lens mount is constructed from brass for long-term durability and mounting accuracy. Additionally, this lens is also compatible with the optional Sigma USB Dock for fine-tuned control over focusing parameters and other lens characteristics.As part of the Art line within Sigma's Global Vision series, this lens' is designed to achieve truly notable optical performance and is ideally suited for creative and artistic applications.Prime wide-angle 20mm f/1.4 lens is designed for FX format Nikon F mount DSLRs, and can also be used with DX models where it will provide a 30mm equivalent focal length.Fast f/1.4 maximum aperture is well-suited for working in low-light conditions and also provides greater control over the focus position when using shallow depth of field techniques.Two FLD, five SLD, and two aspherical elements have been incorporated within the lens design to correct for chromatic aberrations throughout the entire focusing range and help to ensure high image sharpness, clarity, and contrast regardless of focus point or aperture setting. This optical design also helps to control distortion and limit vignetting.A Super Multi-Layer Coating has been applied to lens elements in order to minimize lens flare and ghosting and contribute to producing contrast-rich and color-neutral imagery, even in backlit conditions.The integrated HSM (Hyper Sonic Motor) realizes quick and quiet autofocusing, which is further complemented by an optimized AF algorithm to produce smoother focusing performance. The HSM also permits full-time manual focus control simply by rotating the focus ring at any time.A rounded nine-blade diaphragm helps to produce an attractive out-of-focus quality.Fixed petal-shaped lens hood helps to reduce lens flare when working in strong lighting conditions and also offers some protection to the front element of the lens.The lens is constructed using a Thermally Stable Composite (TSC) material, along with traditional metals, for greater precision and use in wide temperature variations.The bayonet mount is constructed from brass for ensured accuracy and durability.This lens is compatible with the optional Sigma USB Dock for fine-tuning different lens characteristics and updating its firmware.In the Box",899.00,USD,,2318450
53268968,Audemars Piguet,Pre-Owned Audemars Piguet Royal Oak Offshore Chronograph 26470SO.OO.A002CA.01,"Pre-Owned Audemars Piguet Royal Oak Offshore Chronograph (26470SOOOA002CA01) self - winding automatic watch, features a 42mm stainless steel...Read More",28950.00,USD,,21766457
46436202,,Bosch (HRG6769S6B) Serie 8 Electric Oven with Added Steam,Type Single Fuel Electric Energy Rating A Colour Stainless Steel,1.239E0,EUR,,5576555
544991,Corsair,Corsair ML140 PRO LED Red 140mm PWM Premium Magnetic Levitation Fan,"Product InformationIf NASA Designed a Computer Case Fan &ndash; This Would Be ItCorsair ML Series of PWM fans magnetic levitation technology and custom engineered rotors provide unrivaled performance and low noise.Thanks to its innovative design, the ML Series fans delivers both high static pressure and high air flow for a superior fan experience.Magnetic BearingHarnesses magnetic levitation technology to provide lower noise, higher performance, and a longer lifespanCustom Rotor DesignDelivers the perfect balance between high static pressure and high airflow, operating flawlessly in the most challenging environmentsExtensive Control RangeA 1,600 RPM PWM control range gives you total control between low noise and absolute performanceColor CustomizationReplaceable corners mounted to anti-vibration rubber dampers allow you to match your fans with the rest of your build while delivering quiet operation at higher speedsBold LED&#39;sAvailable in Red, White or Blue, the ultra-bright LEDs mounted to the center harness output a vivid blast of light and colorWith a 1,600 RPM PWM control range, The ML Series fans deliver total control between low noise and airflow without compromise.Replaceable corners mounted to anti-vibration rubber dampers ensure quieter operation at higher speeds and are available in Red, White or Blue, the ultra-bright center-mounted LEDs output a blast of light and color which allow you to match your fans with the rest of your build.Contents and SpecificationsPackage contentsML140 PRO LED 140mm PWM Premium Magnetic Levitation FanFan mounting screwsSystem RequirementsMotherboard with an open standard 4-pin fan connectorShow more;",26.98,GBP,,387671
86820155,,Johnnie Walker Gold Label Reserve Blended Scotch Whisky 1L,"Johnnie Walker Gold Label is one of the world's most iconic whiskies. Showing flavours of maple syrup, spices and malt on the nose which is then followed by a dry smokiness and a sweet creamy vanilla mouthfeel.\""Moments of true star quality here, but the finish could do with a polish\"" - Jim Murray, Whisky Bible 2020",99.99,AUD,,473796
25482716,xtrfy,Xtrfy M4 RGB Gaming Mouse (black),,59.90EUR,EUR,,4716657
20623691,,NEFF B4AVH1AH0B Single EcoClean Oven,"The NEFF B4AVH1AH0B Single Oven, is a large built in electric oven offering the sought after Slide&Hide door and EcoClean - the self-cleaning ceramic coating on the sides of your ovenmake which make cleaning the inside easier. With a 71 litre capacity, cooking features including a steam function to add tenderness to meat and the CircoTherm technology for evenly distributing heat, this oven offers everything you need, whether cooking a roast lunch or proving and baking a loaf of bread.",1000.00,GBP,,2085544
10042792,,SRM CASSETTE NEW RED XG1090 P.DOME 11/23,,281.5307,EUR,,1468560
144198,,Cisco Catalyst 3750-24TS-E - switch - 24 ports - Managed - rack-mountable,"The new Cisco Catalyst 3750 Series switches are an innovative product line that improves LAN operating efficiency by combining industry-leading ease of use and the highest resiliency available for stackable switches. This new product series represents the next generation in desktop switches, and features Cisco StackWise technology, a 32-Gbps stack interconnect that allows customers to build a unified, highly resilient switching system - one switch at a time.",150,USD,,1760105
3683653,,Cisco Catalyst WS-C2960L-24TS-LL Ethernet Switch,"Cisco Catalyst® 2960-L Series Switches are fixed-configuration, Gigabit Ethernet switches that provide entry-level enterprise-class Layer 2 access for branch offices, conventional workspaces, and out-of-wiring closet applications. Designed for operational simplicity to lower total cost of ownership, they enable secure, and energy-efficient business operations with a range of Cisco IOS® Software features.Features 24 networking ports to meet the requirements of the most demanding workgroupsCascade to other network devices through the uplink port to expand your local area networkGigabit Ethernet port for ultra-fast network speedsUseful for the multi-tenant unit and multi-business unit with Layer 4 traffic classifiers and bandwidth limitManagement capability provides control over setup and configuration of your networkBuilt-in power supply to ensure all components are being supplied with accurate voltage",1436.45,USD,,3168261
69838310,Canon,EF-S 55-250mm f/4-5.6 IS STM Lens (8546B002),"For photographers and videographers looking to add versatility and range to their lens collection, the new EF-S 55-250mm f/4-5.6 IS STM telephoto zoom lens is a dream come true. (58mm Filter Size)",299.00,USD,,414134
18214344,Continental,Tire Continental Grand Prix 5000 - 700 x 25 Clincher Black,,74.99,USD,,2577022
4523409,Tudor,Tudor Heritage Black Bay M79580-0003,"This Tudor has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 12-month warranty for your peace of mind, as well as any remaining manufacturer’s warranty from new or from service.",,,,9235975
53817809,,CISCO1921-SEC/K9 Cisco 1921 Router (New),"Condition: NEWAvailability: End Of Life - Inventory May Be LimitedCisco 1900 Series Router - Integrated Services Router - 2 Ports - 2 Slots - Rack-mountable, Wall Mountable (CISCO1921-SEC-K9)The Cisco 1921 builds on the best-in-class. All Cisco 1900 Series Integrated Services Routers offer embedded hardware encryption acceleration, and advanced security services. In addition, the platforms support the industry's widest range of wired and wireless connectivity options such as Serial, T1/E1, xDSL, Gigabit Ethernet, and third-generation (3G) wireless.The Cisco 1921 is architected to meet the application demands of today's branch offices with design flexibility for future applications.The Cisco 1921 provides significantly enhanced modular capabilities that offer you investment protection. You can easily interchange modules used on the Cisco 1921 with other Cisco routers to provide maximum investment protection. Taking advantage of common interface cards across a network greatly reduces the complexity of managing inventory requirements, implementing large network rollouts, and maintaining configurations across a variety of branch-office sizes.GeneralDevice TypeRouterEnclosure TypeDesktop, rack-mountable - modular - 1UConnectivity TechnologyWiredData Link ProtocolEthernet, Fast Ethernet, Gigabit EthernetNetwork / Transport ProtocolIPSec, L2TPv3Routing ProtocolOSPF, IS-IS, BGP, EIGRP, DVMRP, PIM-SM, static IP routing, IGMPv3, GRE, PIM-SSM, static IPv4 routing, static IPv6 routing, policy-based routing (PBR), MPLSRemote Management ProtocolSNMP, RMONFeaturesFirewall protection, VPN support, MPLS support, VLAN support, Syslog support, IPv6 support, Class-Based Weighted Fair Queuing (CBWFQ), Weighted Random Early Detection (WRED), Quality of Service (QoS), Web Services Management Agent (WSMA), TR-069 Agent, NetFlowCompliant StandardsIEEE 802.1Q, IEEE 802.3ah, IEEE 802.1ah, IEEE 802.1ag, VCCI, CISPR 22 Class A, CISPR 24, EN 61000-3-2, EN55024, EN55022 Class A, EN50082-1, AS/NZS 60950-1, CAN/CSA-E60065-00, ICES-003 Class A, CS-03, FCC CFR47 Part 15, EN300-386, UL 60950-1, IEC 60950-1, EN 60950-1, BSMI CNS 13438, CSA C22.2 No. 60950-1, AS/NZS 3548 Class ARAM512 MB (installed) / 512 MB (max)Flash Memory256 MB (installed) / 256 MB (max)Expansion / ConnectivityInterfaces2 x 10Base-T/100Base-TX/1000Base-T - RJ-45 ¦ Serial: 1 x console ¦ Management: 1 x console - mini-USB Type B ¦ Serial: 1 x auxiliary ¦ USB 2.0: 1 x 4 pin USB Type AExpansion Slots2 (total) / 2 (free) x EHWICPowerPower DeviceInternal power supplyVoltage RequiredAC 120/230 V (50/60 Hz)Power Consumption Operational60 WattMiscellaneousRack Mounting KitOptionalSoftware / System RequirementsOS ProvidedCisco IOS SecurityDimensions & WeightWidth13.5 inDepth11.5 inHeight1.7 inWeight11.9 lbsEnvironmental ParametersMin Operating Temperature32 °FMax Operating Temperature104 °FHumidity Range Operating10 - 85%",5.08E2,USD,,5016072
66833372,Continental,Continental TIRES 700x25 CONTINENTAL GRAND PRIX 4 SEASON BLACK EDITION Black-Black DuraSkin,,79.99,USD,,1149455
472124,,AMD Ryzen 5 2600 Processor,Highest Multiprocessing Performance in Its Class for Gamers and Creators1Higher performance. Incredible technology. Intelligent Ryzen™ processors just got even smarter.,2651.00,ZAR,,1317717
7036024,,Original PATRONE Canon PG-560XL Black,,22.09,EUR,,774058
2097710,Panerai,Panerai Luminor Base 8 Days,,4551.724138,EUR,,33945196
2818464,,Kingston 16GB DDR4 2666MHz HyperX Impact Black SODIMM,"DDR4, 16GB, 2666MHz, CL15",31290,HUF,,1383217
84082000,,Philips TL5 HE 35W 840 (MASTER) | 145cm - Cool White,,,GBP,,2505938
65096963,,Giselle Bedding Double Size 34cm Thick Foam Mattress,"Pamper you and your partner with Giselle Bedding's Algarve Series Euro Top mattress that will give you a soothing sleep night after night. All you wanted is to sleep through the night and wake up refreshed in the morning. This is the mattress that is made for that.The lavish construction addresses all elements that will offer you a comfortable and luxurious experience - Euro top padding, high density foam and independent coil system. A mattress that is made with cutting edge technology to make sure everyone who sleeps on it will benefits from it. An absolute five star luxury providing you with an undisturbed sleep all night long.A well established bedding brand that aim to provide you a good night sleep, every night. Purchase now for a door-to-door delivery. Vacuum packed in a hygiene packaging, we ensure a clean and well packed mattress arrive at your doorstep safely.FeaturesGiselle Bedding - Algarve SeriesPlush Euro Top paddingMedium-firm support34cm thick mattress5 zoned pocket springs - Different level of supportIndependent coil system - Excellent support and sublime comfort6 working turn coil systemHigh density foamHypo - allergic materialLuxury knitted jacquard fabricSide handles for positioningSpecifications:Size: DoubleNumber of coils: 660Firmness: 6.5/ Medium FirmThickness: 34cmDimension: 190 x 137 x 34cmVacuum packaging: Item will expand to its normal shape within 2 days after unpacking.Package Content1 x Giselle Bedding Euro Top Mattress 1 x Plastic bag cutter",5.093E2,AUD,,7295
22428025,,AMD Athlon X4 950 3.8GHz QUAD Core AM4,Package Type:Retail Interface:Socket AM4 No. of Cores:4 Threads:4 Core Frequency:3.50GHz Core Turbo Frequency (Max):3.80GHz Process Technology:28nm Thermal Design Power:65W Memory Types:DDR4 2400 (Max.) Memory Channel:Dual L1 Cache: 2 x 96 KB shared instruction caches 4 x 32 KB data caches L2 Cache:2MB Special Features: Turbo Core technology Enhanced Virus Protection AMD Virtualization technology AMD 64-bit technology,59.00,GBP,,1825393
32930771,,"AMD Ryzen 9 3900X, 3.8 GHz, AM4, Processor threads 24, Packing Retail, Processor cores 12, Component for PC",,2229.49,PLN,,903068
39972634,,"Skout's Honor Probiotic Honeysuckle Daily Use Pet Detangler, 8-oz bottle",,14.99,USD,,6128077
37696616,,Epson Premium Glossy Photo Paper - A4 - 20 Sheets,"Complete the picture Don't let lesser photo papers hold you back - with this Premium Glossy Photo Paper you can bring out the true beauty of your photos. From epic landscapes to treasured family moments, this superior, high-quality photo paper will provide the ideal finishing touch. It doesn't just",19.80,EUR,,5438738
492528,,"GE Profile™ 27"" Built-In Combination Convection Microwave/Convection Wall Oven",,3499.99,USD,,959454
20065248,,Toner Xerox WorkCentre 7228 7328 M,,8.728E1,PLN,,3098499
4703376,,New Era Curved Brim 9FORTY The League Jacksonville Jaguars NFL Black Adjustable Cap,"New Era Curved Brim 9FORTY The League Jacksonville Jaguars NFL Black Adjustable Cap, Brand: New Era, Color: Black, Shape: Curved Brim, For: Adult, Design: Unisex, Closure: Adjustable",24.95,EUR,,12373129
27553890,,Citizen Women's EM0320-59D Sunrise Watch,"Stunning, stylish and daring - CITIZEN L introduces an iconic timepiece made especially for women. With soft gradient dials draped with seven diamonds and three additional diamonds floating along the bezel, the Sunrise series sets the standard for timeless women's fashion. The stainless steel case and bracelet, white Mother-of-Pearl dial with blue gradation, features sapphire crystal, deployment clasp and water resistance up to 50 meters.&amp;return&amp;&amp;newline&amp;&amp;return&amp;&amp;newline&amp;Movement: Eco-Drive E031&amp;return&amp;&amp;newline&amp;Functions: 3 Hand&amp;return&amp;&amp;newline&amp;Case Material: Silver-Tone Stainless Steel, Diamond Bezel&amp;return&amp;&amp;newline&amp;Case Size: 30mm&amp;return&amp;&amp;newline&amp;Band Material: Silver-Tone Stainless Steel Bracelet, Deployment Clasp with Push Button&amp;return&amp;&amp;newline&amp;Dial: Diamond Accented Dial&amp;return&amp;&amp;newline&amp;Crystal: Sapphire Crystal&amp;return&amp;&amp;newline&amp;Water Resistance: 166ft &amp;return&amp;&amp;newline&amp;Still water swimming",596.25,USD,,3898491
2799249,,RAP-407BU - RAM Seat Tough-Wedge Accessory,,83.95,AUD,,2118781
22066485,,Giselle Bedding Elastic Foam Mattress - Queen,"Elastic Foam Mattress - QueenThe matrress is made from belgium knitted fabric, ribbed high density foam. Comeswith 6 working turns per coil for resilience. Features:* Premium Belgium knitted fabric* High density foam layer* Stable Bonnell spring core* 6 working turns coil system* Sides wear-proof fabric* Medium-firm firmness* Hypo-allergenic material* Excellent support and pressure redistribution* Dust mite and mould resistant* Great ventilation* Vacuum packed: Item will expand to its normal shape within 1 day after unpacked.Specifications:* Top material: Belgium knitted fabric* Side material: Polyester* Number of coils: 660* Firmness: 6.0/ Medium-firm* Wire thickness: 2.3mm* Size: QueenPackage Content:1x Tight Top Mattress",219.99,AUD,,75878762
